frame,time_s,brightness
0,0.0,1.622046809276625
1,0.004166666666666667,4.230188923442815
2,0.008333333333333333,17.85378150818561
3,0.0125,15.561212430167616
4,0.016666666666666666,-1.4809074262043305
5,0.020833333333333332,-0.3222647951684251
6,0.025,1.2303429494676368
7,0.029166666666666667,0.9370119852616603
8,0.03333333333333333,-1.4346569421347473
9,0.0375,-1.3926444772490296
10,0.041666666666666664,0.18895924307773965
11,0.04583333333333333,0.8860051552683226
12,0.05,-1.735238068296864
13,0.05416666666666667,-0.49092673885365234
14,0.058333333333333334,0.5067646986647706
15,0.0625,-0.17658565088347317
16,0.06666666666666667,-1.1388705762020361
17,0.07083333333333333,-2.7971763534225165
18,0.075,-1.392591784406862
19,0.07916666666666666,0.6900242282463062
20,0.08333333333333333,0.6830454759750031
21,0.0875,-0.5032880292647391
22,0.09166666666666666,2.938276403695987
23,0.09583333333333334,-0.7827112038223073
24,0.1,-0.9791751819468332
25,0.10416666666666667,4.320666802048463
26,0.10833333333333334,18.38316885456274
27,0.1125,14.81135706012464
28,0.11666666666666667,0.21646198189418064
29,0.12083333333333333,0.7634971068875839
30,0.125,0.8741056519294468
31,0.12916666666666668,0.3779179963242705
32,0.13333333333333333,-0.05952065765863723
33,0.1375,0.41165771325718314
34,0.14166666666666666,-0.7009569212520932
35,0.14583333333333334,0.9284674263235604
36,0.15,-1.105521892560315
37,0.15416666666666667,0.9267349669485765
38,0.15833333333333333,-0.504499310599221
39,0.1625,0.19869624444612408
40,0.16666666666666666,0.2201359609781875
41,0.17083333333333334,-0.2744013837814952
42,0.175,-0.16826846800257406
43,0.17916666666666667,-0.6511495586241269
44,0.18333333333333332,-1.3153030591770782
45,0.1875,-1.3345669270375993
46,0.19166666666666668,0.28363379471271905
47,0.19583333333333333,0.45601624232650084
48,0.2,-0.5234746651282067
49,0.20416666666666666,-0.14210762987784256
50,0.20833333333333334,0.042446724015838516
51,0.2125,0.43481613655322787
52,0.21666666666666667,-1.195428211413612
53,0.22083333333333333,-1.0835887607643002
54,0.225,3.83632101106632
55,0.22916666666666666,18.234247928300164
56,0.23333333333333334,17.323911360511662
57,0.2375,0.4041795356831983
58,0.24166666666666667,1.568589595297537
59,0.24583333333333332,-0.037615205501572734
60,0.25,0.08345072341794123
61,0.25416666666666665,0.6601362081512052
62,0.25833333333333336,-2.1172414710336636
63,0.2625,0.8059869029540292
64,0.26666666666666666,-0.5533523113572055
65,0.2708333333333333,-1.885558678990733
66,0.275,0.3542280904840989
67,0.2791666666666667,-1.2746294164858933
68,0.2833333333333333,0.7039368858420589
69,0.2875,2.18978400995058
70,0.2916666666666667,0.10154747811565427
71,0.29583333333333334,-0.42786407532187504
72,0.3,-1.6392484117532606
73,0.30416666666666664,-0.6533385670452965
74,0.30833333333333335,-0.044174948917511114
75,0.3125,-0.8254898456134108
76,0.31666666666666665,0.10472658252634487
77,0.32083333333333336,-0.91973510701255
78,0.325,0.7879385183626417
79,0.32916666666666666,-0.7265649898975756
80,0.3333333333333333,6.4692054514208746
81,0.3375,17.383111622122815
82,0.3416666666666667,15.904497901279553
